section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-241_1_E1_RE_SEC-09_local,1,1.0,2.0,108.4,105.3,103.4
MU-241_1_E1_RE_SEC-09_local,2,2.0,2.0,104.6,94.5,94.4
MU-241_1_E1_RE_SEC-09_local,3,3.0,2.0,99.1,86.0,85.1
MU-241_1_E1_RE_SEC-09_local,4,4.0,2.0,95.2,83.9,82.7
MU-241_1_E1_RE_SEC-09_local,5,5.0,2.0,93.0,80.8,79.1
MU-241_1_E1_RE_SEC-09_local,6,6.0,2.0,90.4,83.1,83.4
MU-241_1_E1_RE_SEC-09_local,7,7.0,2.0,90.2,80.3,78.5
MU-241_1_E1_RE_SEC-09_local,8,8.0,2.0,87.9,62.3,65.9
MU-241_1_E1_RE_SEC-09_local,9,9.0,2.0,84.0,53.1,50.0
MU-241_1_E1_RE_SEC-09_local,10,10.0,2.0,80.9,55.9,57.0
MU-241_1_E1_RE_SEC-09_local,11,11.0,2.0,78.9,39.3,39.2
