section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-117_1_E3_RE_SEC-03_local,1,1.0,2.0,104.5,104.5,100.6
BU-117_1_E3_RE_SEC-03_local,2,2.0,2.0,104.2,105.0,105.5
BU-117_1_E3_RE_SEC-03_local,3,3.0,2.0,104.8,109.8,112.3
BU-117_1_E3_RE_SEC-03_local,4,4.0,2.0,107.1,100.6,105.4
BU-117_1_E3_RE_SEC-03_local,5,5.0,2.0,103.4,55.5,49.0
BU-117_1_E3_RE_SEC-03_local,6,6.0,2.0,93.0,4.0,2.2
BU-117_1_E3_RE_SEC-03_local,7,7.0,2.0,78.8,10.1,12.8
BU-117_1_E3_RE_SEC-03_local,8,8.0,2.0,68.4,15.3,13.6
BU-117_1_E3_RE_SEC-03_local,9,9.0,2.0,56.4,27.4,28.9
BU-117_1_E3_RE_SEC-03_local,10,10.0,2.0,45.8,26.0,26.0
BU-117_1_E3_RE_SEC-03_local,11,11.0,2.0,37.1,26.3,26.8
