section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-038_1_E1_RE_SEC-05_local,1,1.0,2.0,103.0,88.1,82.5
MU-038_1_E1_RE_SEC-05_local,2,2.0,2.0,87.4,78.9,83.4
MU-038_1_E1_RE_SEC-05_local,3,3.0,2.0,86.7,73.8,69.6
MU-038_1_E1_RE_SEC-05_local,4,4.0,2.0,80.5,59.4,60.4
MU-038_1_E1_RE_SEC-05_local,5,5.0,2.0,75.6,53.9,52.7
MU-038_1_E1_RE_SEC-05_local,6,6.0,2.0,71.4,50.6,50.4
MU-038_1_E1_RE_SEC-05_local,7,7.0,2.0,68.2,51.8,52.0
MU-038_1_E1_RE_SEC-05_local,8,8.0,2.0,66.3,58.4,56.2
MU-038_1_E1_RE_SEC-05_local,9,9.0,2.0,66.0,59.6,59.8
MU-038_1_E1_RE_SEC-05_local,10,10.0,2.0,64.9,58.2,59.9
MU-038_1_E1_RE_SEC-05_local,11,11.0,2.0,64.5,53.4,55.3
