section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-009_1_E2_RE_SEC-10_local,1,1.0,2.0,99.6,95.0,90.9
R-009_1_E2_RE_SEC-10_local,2,2.0,2.0,93.5,91.4,90.1
R-009_1_E2_RE_SEC-10_local,3,3.0,2.0,94.0,98.7,100.8
R-009_1_E2_RE_SEC-10_local,4,4.0,2.0,96.0,96.7,96.1
R-009_1_E2_RE_SEC-10_local,5,5.0,2.0,95.1,88.8,87.6
R-009_1_E2_RE_SEC-10_local,6,6.0,2.0,93.6,87.3,89.0
R-009_1_E2_RE_SEC-10_local,7,7.0,2.0,92.8,87.1,85.9
R-009_1_E2_RE_SEC-10_local,8,8.0,2.0,92.0,84.5,84.8
R-009_1_E2_RE_SEC-10_local,9,9.0,2.0,91.0,81.7,84.1
R-009_1_E2_RE_SEC-10_local,10,10.0,2.0,89.9,67.3,61.0
R-009_1_E2_RE_SEC-10_local,11,11.0,2.0,86.7,64.0,66.3
