section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-069_1_E1_RE_SEC-10_local,1,1.0,2.0,118.5,90.8,94.5
MU-069_1_E1_RE_SEC-10_local,2,2.0,2.0,89.8,40.4,37.1
MU-069_1_E1_RE_SEC-10_local,3,3.0,2.0,65.8,22.6,22.3
MU-069_1_E1_RE_SEC-10_local,4,4.0,2.0,53.8,22.6,22.9
MU-069_1_E1_RE_SEC-10_local,5,5.0,2.0,46.7,24.0,23.3
MU-069_1_E1_RE_SEC-10_local,6,6.0,2.0,42.8,27.4,27.1
MU-069_1_E1_RE_SEC-10_local,7,7.0,2.0,40.7,30.5,29.8
MU-069_1_E1_RE_SEC-10_local,8,8.0,2.0,39.6,35.2,35.0
MU-069_1_E1_RE_SEC-10_local,9,9.0,2.0,39.5,40.3,41.5
MU-069_1_E1_RE_SEC-10_local,10,10.0,2.0,39.8,42.8,41.6
MU-069_1_E1_RE_SEC-10_local,11,11.0,2.0,40.2,40.6,41.8
