section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-015_1_E2_RE_SEC-10_local,1,1.0,2.0,155.0,151.0,148.3
R-015_1_E2_RE_SEC-10_local,2,2.0,2.0,150.6,145.5,146.1
R-015_1_E2_RE_SEC-10_local,3,3.0,2.0,148.5,141.3,139.5
R-015_1_E2_RE_SEC-10_local,4,4.0,2.0,145.9,140.6,141.4
R-015_1_E2_RE_SEC-10_local,5,5.0,2.0,145.3,146.4,146.1
R-015_1_E2_RE_SEC-10_local,6,6.0,2.0,146.0,144.9,145.2
R-015_1_E2_RE_SEC-10_local,7,7.0,2.0,145.2,141.6,139.2
R-015_1_E2_RE_SEC-10_local,8,8.0,2.0,145.0,130.3,137.0
R-015_1_E2_RE_SEC-10_local,9,9.0,2.0,142.1,104.0,105.3
R-015_1_E2_RE_SEC-10_local,10,10.0,2.0,137.3,101.6,101.5
R-015_1_E2_RE_SEC-10_local,11,11.0,2.0,135.0,101.7,99.2
