section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-015_1_E2_RE_SEC-06_local,1,1.0,2.0,146.1,160.0,154.3
R-015_1_E2_RE_SEC-06_local,2,2.0,2.0,159.3,169.5,172.8
R-015_1_E2_RE_SEC-06_local,3,3.0,2.0,162.8,128.3,120.0
R-015_1_E2_RE_SEC-06_local,4,4.0,2.0,145.2,82.3,79.2
R-015_1_E2_RE_SEC-06_local,5,5.0,2.0,131.4,88.1,90.3
R-015_1_E2_RE_SEC-06_local,6,6.0,2.0,123.7,92.7,92.0
R-015_1_E2_RE_SEC-06_local,7,7.0,2.0,118.6,92.3,93.4
R-015_1_E2_RE_SEC-06_local,8,8.0,2.0,114.7,92.1,91.5
R-015_1_E2_RE_SEC-06_local,9,9.0,2.0,112.0,92.5,92.1
R-015_1_E2_RE_SEC-06_local,10,10.0,2.0,109.8,76.3,73.6
R-015_1_E2_RE_SEC-06_local,11,11.0,2.0,105.4,87.8,85.2
