section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-237_1_E2_RE_SEC-04_local,1,1.0,2.0,102.1,100.9,101.9
MU-237_1_E2_RE_SEC-04_local,2,2.0,2.0,100.2,79.3,78.3
MU-237_1_E2_RE_SEC-04_local,3,3.0,2.0,87.0,62.6,62.1
MU-237_1_E2_RE_SEC-04_local,4,4.0,2.0,81.6,65.7,64.9
MU-237_1_E2_RE_SEC-04_local,5,5.0,2.0,78.3,65.8,66.6
MU-237_1_E2_RE_SEC-04_local,6,6.0,2.0,76.2,66.9,65.9
MU-237_1_E2_RE_SEC-04_local,7,7.0,2.0,75.0,72.2,71.6
MU-237_1_E2_RE_SEC-04_local,8,8.0,2.0,75.2,72.7,74.0
MU-237_1_E2_RE_SEC-04_local,9,9.0,2.0,74.5,69.4,68.7
MU-237_1_E2_RE_SEC-04_local,10,10.0,2.0,74.0,64.3,66.0
MU-237_1_E2_RE_SEC-04_local,11,11.0,2.0,72.6,31.5,36.9
