section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-189_1_E2_RE_SEC-06_local,1,1.0,2.0,71.5,65.0,64.5
BU-189_1_E2_RE_SEC-06_local,2,2.0,2.0,63.5,55.4,55.5
BU-189_1_E2_RE_SEC-06_local,3,3.0,2.0,60.5,54.1,53.9
BU-189_1_E2_RE_SEC-06_local,4,4.0,2.0,58.8,53.1,53.0
BU-189_1_E2_RE_SEC-06_local,5,5.0,2.0,57.5,53.7,53.6
BU-189_1_E2_RE_SEC-06_local,6,6.0,2.0,57.1,52.3,51.7
BU-189_1_E2_RE_SEC-06_local,7,7.0,2.0,56.0,52.4,51.3
BU-189_1_E2_RE_SEC-06_local,8,8.0,2.0,55.9,21.3,26.9
BU-189_1_E2_RE_SEC-06_local,9,9.0,2.0,49.3,17.0,19.3
BU-189_1_E2_RE_SEC-06_local,10,10.0,2.0,42.9,18.1,17.5
BU-189_1_E2_RE_SEC-06_local,11,11.0,2.0,37.5,16.6,16.7
