section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-075_1_E2_RE_SEC-05_local,1,1.0,2.0,114.2,96.5,98.8
BU-075_1_E2_RE_SEC-05_local,2,2.0,2.0,95.5,82.9,78.0
BU-075_1_E2_RE_SEC-05_local,3,3.0,2.0,93.2,115.3,125.8
BU-075_1_E2_RE_SEC-05_local,4,4.0,2.0,105.0,153.8,152.2
BU-075_1_E2_RE_SEC-05_local,5,5.0,2.0,117.7,168.3,169.0
BU-075_1_E2_RE_SEC-05_local,6,6.0,2.0,127.3,147.4,151.5
BU-075_1_E2_RE_SEC-05_local,7,7.0,2.0,126.7,113.4,112.6
BU-075_1_E2_RE_SEC-05_local,8,8.0,2.0,123.2,100.2,98.5
BU-075_1_E2_RE_SEC-05_local,9,9.0,2.0,119.8,89.9,90.9
BU-075_1_E2_RE_SEC-05_local,10,10.0,2.0,115.9,81.6,80.8
BU-075_1_E2_RE_SEC-05_local,11,11.0,2.0,112.2,70.3,74.2
