section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-268_1_E1_RE_SEC-03_local,1,1.0,2.0,78.6,87.7,86.0
MU-268_1_E1_RE_SEC-03_local,2,2.0,2.0,86.7,90.4,95.2
MU-268_1_E1_RE_SEC-03_local,3,3.0,2.0,85.3,78.7,75.4
MU-268_1_E1_RE_SEC-03_local,4,4.0,2.0,82.6,77.5,78.4
MU-268_1_E1_RE_SEC-03_local,5,5.0,2.0,81.7,80.7,83.0
MU-268_1_E1_RE_SEC-03_local,6,6.0,2.0,81.9,85.0,83.2
MU-268_1_E1_RE_SEC-03_local,7,7.0,2.0,82.7,85.6,87.3
MU-268_1_E1_RE_SEC-03_local,8,8.0,2.0,82.9,81.9,82.1
MU-268_1_E1_RE_SEC-03_local,9,9.0,2.0,82.5,69.1,68.3
MU-268_1_E1_RE_SEC-03_local,10,10.0,2.0,80.0,50.6,53.3
MU-268_1_E1_RE_SEC-03_local,11,11.0,2.0,77.0,15.4,20.0
