section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-268_1_E1_RE_SEC-02_local,1,1.0,2.0,125.8,108.3,118.0
MU-268_1_E1_RE_SEC-02_local,2,2.0,2.0,107.6,81.8,73.6
MU-268_1_E1_RE_SEC-02_local,3,3.0,2.0,96.7,68.0,74.8
MU-268_1_E1_RE_SEC-02_local,4,4.0,2.0,87.1,57.1,57.3
MU-268_1_E1_RE_SEC-02_local,5,5.0,2.0,80.2,45.3,43.4
MU-268_1_E1_RE_SEC-02_local,6,6.0,2.0,72.7,40.5,33.9
MU-268_1_E1_RE_SEC-02_local,7,7.0,2.0,68.8,64.6,67.0
MU-268_1_E1_RE_SEC-02_local,8,8.0,2.0,70.5,75.7,74.3
MU-268_1_E1_RE_SEC-02_local,9,9.0,2.0,70.3,41.3,32.4
MU-268_1_E1_RE_SEC-02_local,10,10.0,2.0,64.6,18.2,19.5
MU-268_1_E1_RE_SEC-02_local,11,11.0,2.0,60.6,16.4,14.3
