section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-026_1_E3_RE_SEC-01_local,1,1.0,2.0,90.2,75.7,80.2
BU-026_1_E3_RE_SEC-01_local,2,2.0,2.0,75.0,46.5,43.6
BU-026_1_E3_RE_SEC-01_local,3,3.0,2.0,60.6,33.0,33.0
BU-026_1_E3_RE_SEC-01_local,4,4.0,2.0,53.4,29.7,29.2
BU-026_1_E3_RE_SEC-01_local,5,5.0,2.0,47.4,35.1,35.9
BU-026_1_E3_RE_SEC-01_local,6,6.0,2.0,46.7,18.5,19.5
BU-026_1_E3_RE_SEC-01_local,7,7.0,2.0,38.8,10.4,8.2
BU-026_1_E3_RE_SEC-01_local,8,8.0,2.0,32.3,12.6,16.4
BU-026_1_E3_RE_SEC-01_local,9,9.0,2.0,27.2,12.6,11.3
BU-026_1_E3_RE_SEC-01_local,10,10.0,2.0,23.2,8.8,11.5
BU-026_1_E3_RE_SEC-01_local,11,11.0,2.0,20.5,12.4,11.6
