section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-259_1_E2_RE_SEC-05_local,1,1.0,2.0,114.7,105.2,105.4
MU-259_1_E2_RE_SEC-05_local,2,2.0,2.0,103.9,105.6,102.9
MU-259_1_E2_RE_SEC-05_local,3,3.0,2.0,108.6,108.4,109.6
MU-259_1_E2_RE_SEC-05_local,4,4.0,2.0,106.1,82.4,83.4
MU-259_1_E2_RE_SEC-05_local,5,5.0,2.0,98.0,57.6,59.3
MU-259_1_E2_RE_SEC-05_local,6,6.0,2.0,90.0,46.7,45.6
MU-259_1_E2_RE_SEC-05_local,7,7.0,2.0,83.0,41.9,41.4
MU-259_1_E2_RE_SEC-05_local,8,8.0,2.0,77.6,38.4,37.8
MU-259_1_E2_RE_SEC-05_local,9,9.0,2.0,72.9,35.3,36.6
MU-259_1_E2_RE_SEC-05_local,10,10.0,2.0,69.0,32.1,30.1
MU-259_1_E2_RE_SEC-05_local,11,11.0,2.0,65.3,27.5,27.3
