section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-010_1_E2_RE_SEC-03_local,1,1.0,2.0,89.1,82.4,80.8
R-010_1_E2_RE_SEC-03_local,2,2.0,2.0,81.6,70.8,68.4
R-010_1_E2_RE_SEC-03_local,3,3.0,2.0,76.8,67.1,67.4
R-010_1_E2_RE_SEC-03_local,4,4.0,2.0,74.1,65.0,64.9
R-010_1_E2_RE_SEC-03_local,5,5.0,2.0,72.0,65.3,64.5
R-010_1_E2_RE_SEC-03_local,6,6.0,2.0,71.1,49.2,45.5
R-010_1_E2_RE_SEC-03_local,7,7.0,2.0,65.8,25.2,28.0
R-010_1_E2_RE_SEC-03_local,8,8.0,2.0,60.1,18.1,17.5
R-010_1_E2_RE_SEC-03_local,9,9.0,2.0,55.4,17.1,17.2
R-010_1_E2_RE_SEC-03_local,10,10.0,2.0,51.4,18.3,19.7
R-010_1_E2_RE_SEC-03_local,11,11.0,2.0,48.2,8.6,10.9
