section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-010_1_E2_RE_SEC-07_local,1,1.0,2.0,100.8,93.9,89.2
R-010_1_E2_RE_SEC-07_local,2,2.0,2.0,92.6,83.8,83.6
R-010_1_E2_RE_SEC-07_local,3,3.0,2.0,89.4,81.4,80.3
R-010_1_E2_RE_SEC-07_local,4,4.0,2.0,87.0,57.8,58.2
R-010_1_E2_RE_SEC-07_local,5,5.0,2.0,77.3,34.0,32.2
R-010_1_E2_RE_SEC-07_local,6,6.0,2.0,69.9,33.0,32.9
R-010_1_E2_RE_SEC-07_local,7,7.0,2.0,64.4,33.4,33.4
R-010_1_E2_RE_SEC-07_local,8,8.0,2.0,60.2,32.5,32.4
R-010_1_E2_RE_SEC-07_local,9,9.0,2.0,56.8,32.6,32.6
R-010_1_E2_RE_SEC-07_local,10,10.0,2.0,54.1,33.2,33.3
R-010_1_E2_RE_SEC-07_local,11,11.0,2.0,52.1,34.8,34.6
