section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-010_1_E2_RE_SEC-06_local,1,1.0,2.0,100.3,86.9,83.3
R-010_1_E2_RE_SEC-06_local,2,2.0,2.0,86.2,69.0,69.4
R-010_1_E2_RE_SEC-06_local,3,3.0,2.0,78.8,66.6,65.2
R-010_1_E2_RE_SEC-06_local,4,4.0,2.0,76.2,53.0,59.5
R-010_1_E2_RE_SEC-06_local,5,5.0,2.0,68.6,32.9,28.8
R-010_1_E2_RE_SEC-06_local,6,6.0,2.0,61.7,28.0,28.3
R-010_1_E2_RE_SEC-06_local,7,7.0,2.0,56.7,28.1,27.7
R-010_1_E2_RE_SEC-06_local,8,8.0,2.0,52.8,28.7,29.0
R-010_1_E2_RE_SEC-06_local,9,9.0,2.0,50.0,29.1,29.1
R-010_1_E2_RE_SEC-06_local,10,10.0,2.0,47.7,19.7,19.5
