section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-010_1_E2_RE_SEC-01_local,1,1.0,2.0,70.0,69.3,68.7
R-010_1_E2_RE_SEC-01_local,2,2.0,2.0,68.5,70.9,71.0
R-010_1_E2_RE_SEC-01_local,3,3.0,2.0,70.6,74.1,73.6
R-010_1_E2_RE_SEC-01_local,4,4.0,2.0,71.3,73.5,79.3
R-010_1_E2_RE_SEC-01_local,5,5.0,2.0,71.8,51.9,46.9
R-010_1_E2_RE_SEC-01_local,6,6.0,2.0,65.3,26.5,25.5
R-010_1_E2_RE_SEC-01_local,7,7.0,2.0,59.1,19.6,161.2
R-010_1_E2_RE_SEC-01_local,8,8.0,2.0,53.7,18.5,20.0
R-010_1_E2_RE_SEC-01_local,9,9.0,2.0,49.7,15.1,13.5
R-010_1_E2_RE_SEC-01_local,10,10.0,2.0,45.6,9.0,173.6
R-010_1_E2_RE_SEC-01_local,11,11.0,2.0,39.1,29.7,31.6
