section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-010_1_E2_RE_SEC-08_local,1,1.0,2.0,111.8,101.5,100.2
R-010_1_E2_RE_SEC-08_local,2,2.0,2.0,101.3,88.8,91.4
R-010_1_E2_RE_SEC-08_local,3,3.0,2.0,96.2,65.5,62.0
R-010_1_E2_RE_SEC-08_local,4,4.0,2.0,84.0,48.5,48.8
R-010_1_E2_RE_SEC-08_local,5,5.0,2.0,76.6,53.1,53.3
R-010_1_E2_RE_SEC-08_local,6,6.0,2.0,72.4,54.6,55.0
R-010_1_E2_RE_SEC-08_local,7,7.0,2.0,69.6,52.9,53.0
R-010_1_E2_RE_SEC-08_local,8,8.0,2.0,67.0,49.9,49.7
R-010_1_E2_RE_SEC-08_local,9,9.0,2.0,64.7,47.6,48.1
R-010_1_E2_RE_SEC-08_local,10,10.0,2.0,62.8,42.3,43.2
