section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-167_1_E1_RE_SEC-10_local,1,1.0,2.0,122.9,103.4,106.7
BU-167_1_E1_RE_SEC-10_local,2,2.0,2.0,102.6,72.2,65.4
BU-167_1_E1_RE_SEC-10_local,3,3.0,2.0,89.6,66.9,69.3
BU-167_1_E1_RE_SEC-10_local,4,4.0,2.0,83.1,51.0,48.0
BU-167_1_E1_RE_SEC-10_local,5,5.0,2.0,73.1,42.4,41.0
BU-167_1_E1_RE_SEC-10_local,6,6.0,2.0,68.8,44.8,45.1
BU-167_1_E1_RE_SEC-10_local,7,7.0,2.0,64.6,39.5,40.2
BU-167_1_E1_RE_SEC-10_local,8,8.0,2.0,61.3,33.8,35.4
BU-167_1_E1_RE_SEC-10_local,9,9.0,2.0,57.7,35.5,28.8
BU-167_1_E1_RE_SEC-10_local,10,10.0,2.0,55.4,2.1,179.8
BU-167_1_E1_RE_SEC-10_local,11,11.0,2.0,50.0,36.7,3.0
BU-167_1_E1_RE_SEC-10_local,12,12.0,2.0,45.3,7.8,24.6
