section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-097_1_E1_RE_SEC-01_local,1,1.0,2.0,76.5,55.7,61.5
BU-097_1_E1_RE_SEC-01_local,2,2.0,2.0,54.6,51.2,54.2
BU-097_1_E1_RE_SEC-01_local,3,3.0,2.0,58.5,57.3,57.1
BU-097_1_E1_RE_SEC-01_local,4,4.0,2.0,55.9,48.0,48.6
BU-097_1_E1_RE_SEC-01_local,5,5.0,2.0,54.1,42.0,41.3
BU-097_1_E1_RE_SEC-01_local,6,6.0,2.0,51.2,35.3,39.2
BU-097_1_E1_RE_SEC-01_local,7,7.0,2.0,48.7,38.8,34.3
BU-097_1_E1_RE_SEC-01_local,8,8.0,2.0,48.0,49.8,56.0
BU-097_1_E1_RE_SEC-01_local,9,9.0,2.0,48.9,55.4,54.0
BU-097_1_E1_RE_SEC-01_local,10,10.0,2.0,49.5,53.1,54.3
BU-097_1_E1_RE_SEC-01_local,11,11.0,2.0,49.7,47.3,49.0
