section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-020_1_E1_RE_SEC-08_local,1,1.0,2.0,114.0,106.9,101.5
R-020_1_E1_RE_SEC-08_local,2,2.0,2.0,106.6,101.3,101.6
R-020_1_E1_RE_SEC-08_local,3,3.0,2.0,105.4,97.9,99.6
R-020_1_E1_RE_SEC-08_local,4,4.0,2.0,102.2,91.6,91.0
R-020_1_E1_RE_SEC-08_local,5,5.0,2.0,99.8,95.6,92.8
R-020_1_E1_RE_SEC-08_local,6,6.0,2.0,100.0,92.3,96.8
R-020_1_E1_RE_SEC-08_local,7,7.0,2.0,97.7,81.7,77.7
R-020_1_E1_RE_SEC-08_local,8,8.0,2.0,95.5,81.8,81.5
R-020_1_E1_RE_SEC-08_local,9,9.0,2.0,94.1,92.2,96.9
R-020_1_E1_RE_SEC-08_local,10,10.0,2.0,94.8,102.7,99.2
