section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-077_1_E2_RE_SEC-05_local,1,1.0,2.0,162.1,149.8,147.4
BU-077_1_E2_RE_SEC-05_local,2,2.0,2.0,149.7,136.5,136.5
BU-077_1_E2_RE_SEC-05_local,3,3.0,2.0,144.7,129.5,132.1
BU-077_1_E2_RE_SEC-05_local,4,4.0,2.0,139.4,119.7,117.1
BU-077_1_E2_RE_SEC-05_local,5,5.0,2.0,134.9,108.6,108.3
BU-077_1_E2_RE_SEC-05_local,6,6.0,2.0,129.7,112.4,114.2
BU-077_1_E2_RE_SEC-05_local,7,7.0,2.0,128.6,118.2,116.7
BU-077_1_E2_RE_SEC-05_local,8,8.0,2.0,126.6,109.5,108.4
BU-077_1_E2_RE_SEC-05_local,9,9.0,2.0,124.2,108.5,104.2
BU-077_1_E2_RE_SEC-05_local,10,10.0,2.0,122.9,99.5,104.8
BU-077_1_E2_RE_SEC-05_local,11,11.0,2.0,119.7,85.7,83.2
BU-077_1_E2_RE_SEC-05_local,12,12.0,2.0,116.7,82.4,81.0
