section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-041_1_E2_RE_SEC-05_local,1,1.0,2.0,137.1,133.0,135.4
MU-041_1_E2_RE_SEC-05_local,2,2.0,2.0,133.0,121.7,117.8
MU-041_1_E2_RE_SEC-05_local,3,3.0,2.0,126.7,112.7,113.1
MU-041_1_E2_RE_SEC-05_local,4,4.0,2.0,122.6,89.6,88.2
MU-041_1_E2_RE_SEC-05_local,5,5.0,2.0,112.1,66.4,67.0
MU-041_1_E2_RE_SEC-05_local,6,6.0,2.0,104.1,57.5,56.3
MU-041_1_E2_RE_SEC-05_local,7,7.0,2.0,96.2,60.0,61.0
MU-041_1_E2_RE_SEC-05_local,8,8.0,2.0,92.4,63.2,69.1
MU-041_1_E2_RE_SEC-05_local,9,9.0,2.0,89.2,38.8,134.5
MU-041_1_E2_RE_SEC-05_local,10,10.0,2.0,82.7,6.1,3.7
MU-041_1_E2_RE_SEC-05_local,11,11.0,2.0,74.4,6.6,7.8
MU-041_1_E2_RE_SEC-05_local,12,12.0,2.0,67.5,7.2,4.8
