section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-007_1_E1_RE_SEC-02_local,1,1.0,2.0,89.0,85.4,92.7
MU-007_1_E1_RE_SEC-02_local,2,2.0,2.0,84.5,63.2,59.9
MU-007_1_E1_RE_SEC-02_local,3,3.0,2.0,73.1,36.5,42.3
MU-007_1_E1_RE_SEC-02_local,4,4.0,2.0,57.5,18.2,12.0
MU-007_1_E1_RE_SEC-02_local,5,5.0,2.0,49.4,31.7,33.3
MU-007_1_E1_RE_SEC-02_local,6,6.0,2.0,48.2,51.7,53.6
MU-007_1_E1_RE_SEC-02_local,7,7.0,2.0,50.0,77.1,87.9
MU-007_1_E1_RE_SEC-02_local,8,8.0,2.0,53.9,83.3,72.3
MU-007_1_E1_RE_SEC-02_local,9,9.0,2.0,55.7,68.7,75.0
MU-007_1_E1_RE_SEC-02_local,10,10.0,2.0,56.9,60.0,63.1
MU-007_1_E1_RE_SEC-02_local,11,11.0,2.0,56.5,53.1,50.7
MU-007_1_E1_RE_SEC-02_local,12,12.0,2.0,56.2,63.1,69.0
