section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-068_1_E1_RE_SEC-05_local,1,1.0,2.0,104.9,89.2,86.8
MU-068_1_E1_RE_SEC-05_local,2,2.0,2.0,88.0,74.8,74.2
MU-068_1_E1_RE_SEC-05_local,3,3.0,2.0,84.5,73.4,72.2
MU-068_1_E1_RE_SEC-05_local,4,4.0,2.0,80.4,66.6,66.8
MU-068_1_E1_RE_SEC-05_local,5,5.0,2.0,77.1,73.1,73.7
MU-068_1_E1_RE_SEC-05_local,6,6.0,2.0,77.9,66.0,65.4
MU-068_1_E1_RE_SEC-05_local,7,7.0,2.0,73.9,50.4,50.2
MU-068_1_E1_RE_SEC-05_local,8,8.0,2.0,70.9,55.1,56.8
MU-068_1_E1_RE_SEC-05_local,9,9.0,2.0,69.6,63.6,65.1
MU-068_1_E1_RE_SEC-05_local,10,10.0,2.0,69.4,60.2,62.4
MU-068_1_E1_RE_SEC-05_local,11,11.0,2.0,68.0,51.7,50.0
