section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-015_1_E1_RE_SEC-06_local,1,1.0,2.0,130.9,125.0,119.9
R-015_1_E1_RE_SEC-06_local,2,2.0,2.0,124.5,106.0,105.7
R-015_1_E1_RE_SEC-06_local,3,3.0,2.0,114.0,116.8,120.8
R-015_1_E1_RE_SEC-06_local,4,4.0,2.0,120.8,126.7,129.5
R-015_1_E1_RE_SEC-06_local,5,5.0,2.0,119.0,109.5,107.1
R-015_1_E1_RE_SEC-06_local,6,6.0,2.0,116.8,105.7,107.6
R-015_1_E1_RE_SEC-06_local,7,7.0,2.0,114.9,106.5,105.0
R-015_1_E1_RE_SEC-06_local,8,8.0,2.0,114.0,105.0,107.7
R-015_1_E1_RE_SEC-06_local,9,9.0,2.0,112.6,91.3,94.4
R-015_1_E1_RE_SEC-06_local,10,10.0,2.0,109.5,72.1,70.8
