section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-029_1_E2_RE_SEC-01_local,1,1.0,2.0,128.7,136.5,131.3
MU-029_1_E2_RE_SEC-01_local,2,2.0,2.0,135.8,141.2,144.8
MU-029_1_E2_RE_SEC-01_local,3,3.0,2.0,137.2,132.2,133.8
MU-029_1_E2_RE_SEC-01_local,4,4.0,2.0,134.0,120.0,118.0
MU-029_1_E2_RE_SEC-01_local,5,5.0,2.0,130.2,104.6,102.7
MU-029_1_E2_RE_SEC-01_local,6,6.0,2.0,124.2,77.0,86.9
MU-029_1_E2_RE_SEC-01_local,7,7.0,2.0,117.4,31.0,28.0
MU-029_1_E2_RE_SEC-01_local,8,8.0,2.0,107.9,13.6,13.6
MU-029_1_E2_RE_SEC-01_local,9,9.0,2.0,97.9,13.5,13.5
MU-029_1_E2_RE_SEC-01_local,10,10.0,2.0,88.0,12.4,12.2
MU-029_1_E2_RE_SEC-01_local,11,11.0,2.0,79.6,10.4,9.9
