section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-019_1_E2_RE_SEC-06_local,1,1.0,2.0,111.7,103.1,107.1
R-019_1_E2_RE_SEC-06_local,2,2.0,2.0,102.8,81.0,77.7
R-019_1_E2_RE_SEC-06_local,3,3.0,2.0,91.2,75.9,76.6
R-019_1_E2_RE_SEC-06_local,4,4.0,2.0,89.2,78.8,78.8
R-019_1_E2_RE_SEC-06_local,5,5.0,2.0,86.2,75.5,76.0
R-019_1_E2_RE_SEC-06_local,6,6.0,2.0,84.5,74.5,74.9
R-019_1_E2_RE_SEC-06_local,7,7.0,2.0,82.8,69.8,70.2
R-019_1_E2_RE_SEC-06_local,8,8.0,2.0,80.8,67.8,67.6
R-019_1_E2_RE_SEC-06_local,9,9.0,2.0,79.5,53.5,58.7
R-019_1_E2_RE_SEC-06_local,10,10.0,2.0,75.5,31.4,153.0
R-019_1_E2_RE_SEC-06_local,11,11.0,2.0,70.9,24.8,25.0
