section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-240_1_E2_RE_SEC-02_local,1,1.0,2.0,92.1,81.3,79.8
MU-240_1_E2_RE_SEC-02_local,2,2.0,2.0,80.2,64.0,62.7
MU-240_1_E2_RE_SEC-02_local,3,3.0,2.0,72.7,54.9,54.7
MU-240_1_E2_RE_SEC-02_local,4,4.0,2.0,67.3,49.2,49.5
MU-240_1_E2_RE_SEC-02_local,5,5.0,2.0,63.1,47.4,48.9
MU-240_1_E2_RE_SEC-02_local,6,6.0,2.0,60.4,48.5,46.1
MU-240_1_E2_RE_SEC-02_local,7,7.0,2.0,58.9,49.7,52.4
MU-240_1_E2_RE_SEC-02_local,8,8.0,2.0,57.7,39.3,46.3
MU-240_1_E2_RE_SEC-02_local,9,9.0,2.0,54.6,7.3,4.5
MU-240_1_E2_RE_SEC-02_local,10,10.0,2.0,48.6,15.2,17.1
MU-240_1_E2_RE_SEC-02_local,11,11.0,2.0,42.4,18.5,17.3
