section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-007_1_E1_RE_SEC-06_local,1,1.0,2.0,169.5,144.1,144.5
R-007_1_E1_RE_SEC-06_local,2,2.0,2.0,143.7,98.2,94.3
R-007_1_E1_RE_SEC-06_local,3,3.0,2.0,121.4,68.1,72.8
R-007_1_E1_RE_SEC-06_local,4,4.0,2.0,104.6,51.1,47.6
R-007_1_E1_RE_SEC-06_local,5,5.0,2.0,91.9,42.0,42.4
R-007_1_E1_RE_SEC-06_local,6,6.0,2.0,82.8,39.8,40.6
R-007_1_E1_RE_SEC-06_local,7,7.0,2.0,76.0,43.3,39.8
R-007_1_E1_RE_SEC-06_local,8,8.0,2.0,72.2,56.6,57.6
R-007_1_E1_RE_SEC-06_local,9,9.0,2.0,71.4,71.4,74.4
R-007_1_E1_RE_SEC-06_local,10,10.0,2.0,72.1,61.9,61.9
R-007_1_E1_RE_SEC-06_local,11,11.0,2.0,69.6,48.9,48.3
