section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-007_1_E1_RE_SEC-07_local,1,1.0,2.0,128.3,107.8,111.6
R-007_1_E1_RE_SEC-07_local,2,2.0,2.0,107.2,73.1,67.9
R-007_1_E1_RE_SEC-07_local,3,3.0,2.0,90.7,60.6,62.1
R-007_1_E1_RE_SEC-07_local,4,4.0,2.0,83.2,61.4,61.1
R-007_1_E1_RE_SEC-07_local,5,5.0,2.0,78.7,59.1,60.1
R-007_1_E1_RE_SEC-07_local,6,6.0,2.0,74.8,55.4,53.8
R-007_1_E1_RE_SEC-07_local,7,7.0,2.0,71.9,54.8,55.5
R-007_1_E1_RE_SEC-07_local,8,8.0,2.0,69.7,54.4,54.2
R-007_1_E1_RE_SEC-07_local,9,9.0,2.0,67.9,53.6,53.3
R-007_1_E1_RE_SEC-07_local,10,10.0,2.0,66.4,62.6,62.9
R-007_1_E1_RE_SEC-07_local,11,11.0,2.0,66.9,74.1,79.3
