section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-007_1_E1_RE_SEC-04_local,1,1.0,2.0,107.7,100.2,98.4
R-007_1_E1_RE_SEC-04_local,2,2.0,2.0,99.8,97.6,96.9
R-007_1_E1_RE_SEC-04_local,3,3.0,2.0,100.9,103.5,104.6
R-007_1_E1_RE_SEC-04_local,4,4.0,2.0,101.7,83.8,85.0
R-007_1_E1_RE_SEC-04_local,5,5.0,2.0,94.5,55.7,51.2
R-007_1_E1_RE_SEC-04_local,6,6.0,2.0,87.1,47.1,48.5
R-007_1_E1_RE_SEC-04_local,7,7.0,2.0,81.3,41.6,42.1
R-007_1_E1_RE_SEC-04_local,8,8.0,2.0,75.1,42.3,40.6
R-007_1_E1_RE_SEC-04_local,9,9.0,2.0,71.8,42.8,44.1
R-007_1_E1_RE_SEC-04_local,10,10.0,2.0,68.1,34.2,35.2
