section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-007_1_E1_RE_SEC-02_local,1,1.0,2.0,105.4,111.0,103.9
R-007_1_E1_RE_SEC-02_local,2,2.0,2.0,110.3,98.7,101.9
R-007_1_E1_RE_SEC-02_local,3,3.0,2.0,100.6,79.1,78.3
R-007_1_E1_RE_SEC-02_local,4,4.0,2.0,94.3,88.9,92.2
R-007_1_E1_RE_SEC-02_local,5,5.0,2.0,95.8,75.0,79.9
R-007_1_E1_RE_SEC-02_local,6,6.0,2.0,87.9,39.7,36.3
R-007_1_E1_RE_SEC-02_local,7,7.0,2.0,80.1,22.4,23.3
R-007_1_E1_RE_SEC-02_local,8,8.0,2.0,72.0,11.7,10.7
R-007_1_E1_RE_SEC-02_local,9,9.0,2.0,64.8,7.3,9.4
R-007_1_E1_RE_SEC-02_local,10,10.0,2.0,58.4,3.0,2.8
R-007_1_E1_RE_SEC-02_local,11,11.0,2.0,52.8,2.9,2.9
R-007_1_E1_RE_SEC-02_local,12,12.0,2.0,47.5,10.3,6.5
