section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-018_1_E2_RE_SEC-02_local,1,1.0,2.0,111.7,100.0,97.7
BU-018_1_E2_RE_SEC-02_local,2,2.0,2.0,99.0,79.1,77.1
BU-018_1_E2_RE_SEC-02_local,3,3.0,2.0,89.6,65.7,68.0
BU-018_1_E2_RE_SEC-02_local,4,4.0,2.0,82.0,54.8,52.7
BU-018_1_E2_RE_SEC-02_local,5,5.0,2.0,75.2,44.9,46.8
BU-018_1_E2_RE_SEC-02_local,6,6.0,2.0,69.3,34.1,33.2
BU-018_1_E2_RE_SEC-02_local,7,7.0,2.0,63.0,28.8,27.5
BU-018_1_E2_RE_SEC-02_local,8,8.0,2.0,58.8,33.9,35.1
BU-018_1_E2_RE_SEC-02_local,9,9.0,2.0,56.3,22.6,21.2
BU-018_1_E2_RE_SEC-02_local,10,10.0,2.0,51.4,11.8,12.4
BU-018_1_E2_RE_SEC-02_local,11,11.0,2.0,48.1,7.5,173.7
