section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-010_1_E1_RE_SEC-10_local,1,1.0,2.0,99.4,88.1,85.0
R-010_1_E1_RE_SEC-10_local,2,2.0,2.0,87.2,81.5,80.1
R-010_1_E1_RE_SEC-10_local,3,3.0,2.0,87.1,88.7,89.3
R-010_1_E1_RE_SEC-10_local,4,4.0,2.0,88.0,88.2,89.0
R-010_1_E1_RE_SEC-10_local,5,5.0,2.0,87.5,82.0,81.8
R-010_1_E1_RE_SEC-10_local,6,6.0,2.0,85.9,69.4,71.9
R-010_1_E1_RE_SEC-10_local,7,7.0,2.0,82.3,51.7,48.3
R-010_1_E1_RE_SEC-10_local,8,8.0,2.0,77.6,30.7,34.0
R-010_1_E1_RE_SEC-10_local,9,9.0,2.0,71.0,12.8,9.6
R-010_1_E1_RE_SEC-10_local,10,10.0,2.0,64.7,4.1,3.8
R-010_1_E1_RE_SEC-10_local,11,11.0,2.0,59.0,1.6,0.1
