section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-192_1_E2_RE_SEC-06_local,1,1.0,2.0,66.0,50.2,66.3
BU-192_1_E2_RE_SEC-06_local,2,2.0,2.0,49.1,31.9,31.7
BU-192_1_E2_RE_SEC-06_local,3,3.0,2.0,42.8,29.5,29.7
BU-192_1_E2_RE_SEC-06_local,4,4.0,2.0,39.0,28.7,29.7
BU-192_1_E2_RE_SEC-06_local,5,5.0,2.0,37.0,30.9,30.3
BU-192_1_E2_RE_SEC-06_local,6,6.0,2.0,36.3,31.4,31.3
BU-192_1_E2_RE_SEC-06_local,7,7.0,2.0,35.3,29.6,29.5
BU-192_1_E2_RE_SEC-06_local,8,8.0,2.0,34.6,30.1,30.7
BU-192_1_E2_RE_SEC-06_local,9,9.0,2.0,34.2,27.6,26.8
BU-192_1_E2_RE_SEC-06_local,10,10.0,2.0,33.2,24.4,24.0
