section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-192_1_E2_RE_SEC-04_local,1,1.0,2.0,78.5,61.2,69.5
BU-192_1_E2_RE_SEC-04_local,2,2.0,2.0,60.1,39.7,39.5
BU-192_1_E2_RE_SEC-04_local,3,3.0,2.0,52.0,36.8,36.0
BU-192_1_E2_RE_SEC-04_local,4,4.0,2.0,48.0,37.2,37.1
BU-192_1_E2_RE_SEC-04_local,5,5.0,2.0,45.9,34.4,35.7
BU-192_1_E2_RE_SEC-04_local,6,6.0,2.0,43.4,30.6,29.5
BU-192_1_E2_RE_SEC-04_local,7,7.0,2.0,41.4,25.7,26.0
BU-192_1_E2_RE_SEC-04_local,8,8.0,2.0,38.9,23.1,22.9
BU-192_1_E2_RE_SEC-04_local,9,9.0,2.0,37.2,24.7,24.5
BU-192_1_E2_RE_SEC-04_local,10,10.0,2.0,36.0,23.0,22.7
