section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-075_1_E1_RE_SEC-03_local,1,1.0,2.0,95.8,83.4,86.0
BU-075_1_E1_RE_SEC-03_local,2,2.0,2.0,82.6,60.2,61.9
BU-075_1_E1_RE_SEC-03_local,3,3.0,2.0,70.7,49.0,49.4
BU-075_1_E1_RE_SEC-03_local,4,4.0,2.0,64.7,51.2,50.0
BU-075_1_E1_RE_SEC-03_local,5,5.0,2.0,62.3,51.5,51.4
BU-075_1_E1_RE_SEC-03_local,6,6.0,2.0,60.1,52.9,52.5
BU-075_1_E1_RE_SEC-03_local,7,7.0,2.0,59.5,57.7,58.1
BU-075_1_E1_RE_SEC-03_local,8,8.0,2.0,59.4,55.1,56.6
BU-075_1_E1_RE_SEC-03_local,9,9.0,2.0,58.4,55.7,51.8
BU-075_1_E1_RE_SEC-03_local,10,10.0,2.0,58.6,66.8,65.0
