section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-083_1_E2_RE_SEC-01_local,1,1.0,2.0,125.6,97.1,95.7
BU-083_1_E2_RE_SEC-01_local,2,2.0,2.0,96.3,81.0,79.7
BU-083_1_E2_RE_SEC-01_local,3,3.0,2.0,94.9,98.8,100.6
BU-083_1_E2_RE_SEC-01_local,4,4.0,2.0,97.1,92.3,92.4
BU-083_1_E2_RE_SEC-01_local,5,5.0,2.0,93.4,83.9,80.1
BU-083_1_E2_RE_SEC-01_local,6,6.0,2.0,91.9,88.9,90.1
BU-083_1_E2_RE_SEC-01_local,7,7.0,2.0,91.8,91.8,93.1
BU-083_1_E2_RE_SEC-01_local,8,8.0,2.0,91.8,93.7,93.3
BU-083_1_E2_RE_SEC-01_local,9,9.0,2.0,92.1,70.2,70.4
BU-083_1_E2_RE_SEC-01_local,10,10.0,2.0,87.5,48.4,48.0
BU-083_1_E2_RE_SEC-01_local,11,11.0,2.0,84.1,60.5,59.5
BU-083_1_E2_RE_SEC-01_local,12,12.0,2.0,82.6,72.2,73.2
