section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-058_1_E3_RE_SEC-03_local,1,1.0,2.0,85.4,81.8,82.8
MU-058_1_E3_RE_SEC-03_local,2,2.0,2.0,80.9,84.8,83.7
MU-058_1_E3_RE_SEC-03_local,3,3.0,2.0,84.9,86.5,91.3
MU-058_1_E3_RE_SEC-03_local,4,4.0,2.0,83.3,78.7,74.0
MU-058_1_E3_RE_SEC-03_local,5,5.0,2.0,82.3,107.0,107.8
MU-058_1_E3_RE_SEC-03_local,6,6.0,2.0,90.4,136.8,140.1
MU-058_1_E3_RE_SEC-03_local,7,7.0,2.0,97.4,142.1,145.9
MU-058_1_E3_RE_SEC-03_local,8,8.0,2.0,103.1,117.4,120.8
MU-058_1_E3_RE_SEC-03_local,9,9.0,2.0,101.7,85.1,77.6
MU-058_1_E3_RE_SEC-03_local,10,10.0,2.0,99.4,74.1,80.6
MU-058_1_E3_RE_SEC-03_local,11,11.0,2.0,96.5,62.5,59.8
