section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-058_1_E3_RE_SEC-01_local,1,1.0,2.0,96.8,100.9,102.4
MU-058_1_E3_RE_SEC-01_local,2,2.0,2.0,100.4,96.0,92.9
MU-058_1_E3_RE_SEC-01_local,3,3.0,2.0,95.9,96.9,92.3
MU-058_1_E3_RE_SEC-01_local,4,4.0,2.0,98.7,102.9,109.0
MU-058_1_E3_RE_SEC-01_local,5,5.0,2.0,98.9,98.9,98.6
MU-058_1_E3_RE_SEC-01_local,6,6.0,2.0,98.9,99.9,97.6
MU-058_1_E3_RE_SEC-01_local,7,7.0,2.0,99.2,87.9,93.5
MU-058_1_E3_RE_SEC-01_local,8,8.0,2.0,96.3,71.0,70.1
MU-058_1_E3_RE_SEC-01_local,9,9.0,2.0,93.1,48.2,42.1
MU-058_1_E3_RE_SEC-01_local,10,10.0,2.0,86.6,31.5,33.3
MU-058_1_E3_RE_SEC-01_local,11,11.0,2.0,81.6,33.5,31.2
