section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-280_1_E1_RE_SEC-09_local,1,1.0,2.0,69.5,66.2,70.7
MU-280_1_E1_RE_SEC-09_local,2,2.0,2.0,64.8,59.9,61.3
MU-280_1_E1_RE_SEC-09_local,3,3.0,2.0,62.8,58.5,58.6
MU-280_1_E1_RE_SEC-09_local,4,4.0,2.0,61.5,61.0,61.3
MU-280_1_E1_RE_SEC-09_local,5,5.0,2.0,62.1,65.3,64.7
MU-280_1_E1_RE_SEC-09_local,6,6.0,2.0,62.8,69.2,70.4
MU-280_1_E1_RE_SEC-09_local,7,7.0,2.0,64.1,71.2,72.9
MU-280_1_E1_RE_SEC-09_local,8,8.0,2.0,64.8,63.8,63.1
MU-280_1_E1_RE_SEC-09_local,9,9.0,2.0,64.0,54.7,54.8
MU-280_1_E1_RE_SEC-09_local,10,10.0,2.0,62.8,46.1,50.5
MU-280_1_E1_RE_SEC-09_local,11,11.0,2.0,60.8,39.4,35.1
