section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-280_1_E1_RE_SEC-04_local,1,1.0,2.0,62.5,62.1,78.6
MU-280_1_E1_RE_SEC-04_local,2,2.0,2.0,61.0,64.5,64.6
MU-280_1_E1_RE_SEC-04_local,3,3.0,2.0,63.8,65.0,66.1
MU-280_1_E1_RE_SEC-04_local,4,4.0,2.0,63.0,58.2,59.3
MU-280_1_E1_RE_SEC-04_local,5,5.0,2.0,61.5,56.6,55.0
MU-280_1_E1_RE_SEC-04_local,6,6.0,2.0,60.8,54.7,56.4
MU-280_1_E1_RE_SEC-04_local,7,7.0,2.0,59.5,53.9,52.4
MU-280_1_E1_RE_SEC-04_local,8,8.0,2.0,59.1,46.5,48.3
MU-280_1_E1_RE_SEC-04_local,9,9.0,2.0,56.7,36.2,34.9
MU-280_1_E1_RE_SEC-04_local,10,10.0,2.0,54.5,30.3,30.0
MU-280_1_E1_RE_SEC-04_local,11,11.0,2.0,51.8,25.5,25.7
