section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-011_1_E3_RE_SEC-10_local,1,1.0,2.0,129.4,124.8,121.6
R-011_1_E3_RE_SEC-10_local,2,2.0,2.0,124.6,111.9,113.2
R-011_1_E3_RE_SEC-10_local,3,3.0,2.0,117.6,85.1,84.0
R-011_1_E3_RE_SEC-10_local,4,4.0,2.0,105.0,66.9,66.3
R-011_1_E3_RE_SEC-10_local,5,5.0,2.0,97.4,65.5,64.9
R-011_1_E3_RE_SEC-10_local,6,6.0,2.0,91.5,78.0,78.6
R-011_1_E3_RE_SEC-10_local,7,7.0,2.0,91.9,109.6,113.4
R-011_1_E3_RE_SEC-10_local,8,8.0,2.0,94.2,106.8,102.5
R-011_1_E3_RE_SEC-10_local,9,9.0,2.0,95.4,124.9,120.1
R-011_1_E3_RE_SEC-10_local,10,10.0,2.0,100.8,159.3,164.7
R-011_1_E3_RE_SEC-10_local,11,11.0,2.0,106.6,148.0,148.8
