section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-006_1_E2_RE_SEC-01_local,1,1.0,2.0,118.9,106.5,104.0
R-006_1_E2_RE_SEC-01_local,2,2.0,2.0,105.5,80.8,82.4
R-006_1_E2_RE_SEC-01_local,3,3.0,2.0,93.0,64.0,63.2
R-006_1_E2_RE_SEC-01_local,4,4.0,2.0,84.6,68.1,68.9
R-006_1_E2_RE_SEC-01_local,5,5.0,2.0,82.4,52.4,57.4
R-006_1_E2_RE_SEC-01_local,6,6.0,2.0,73.0,26.8,28.1
R-006_1_E2_RE_SEC-01_local,7,7.0,2.0,65.7,19.1,18.4
R-006_1_E2_RE_SEC-01_local,8,8.0,2.0,58.8,21.2,22.2
R-006_1_E2_RE_SEC-01_local,9,9.0,2.0,55.3,24.5,22.3
R-006_1_E2_RE_SEC-01_local,10,10.0,2.0,51.6,22.6,23.0
R-006_1_E2_RE_SEC-01_local,11,11.0,2.0,49.0,25.0,25.0
