section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-041_1_E1_RE_SEC-06_local,1,1.0,2.0,104.0,99.8,94.2
MU-041_1_E1_RE_SEC-06_local,2,2.0,2.0,99.1,100.3,103.1
MU-041_1_E1_RE_SEC-06_local,3,3.0,2.0,101.6,93.7,88.8
MU-041_1_E1_RE_SEC-06_local,4,4.0,2.0,96.4,86.3,85.9
MU-041_1_E1_RE_SEC-06_local,5,5.0,2.0,95.5,87.0,90.8
MU-041_1_E1_RE_SEC-06_local,6,6.0,2.0,93.1,64.0,62.1
MU-041_1_E1_RE_SEC-06_local,7,7.0,2.0,86.5,17.6,22.8
MU-041_1_E1_RE_SEC-06_local,8,8.0,2.0,76.2,16.5,22.8
MU-041_1_E1_RE_SEC-06_local,9,9.0,2.0,66.0,8.2,7.2
MU-041_1_E1_RE_SEC-06_local,10,10.0,2.0,59.0,7.6,171.7
MU-041_1_E1_RE_SEC-06_local,11,11.0,2.0,54.5,26.5,23.7
