section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-089_1_E1_RE_SEC-01_local,1,1.0,2.0,169.2,153.5,155.4
MU-089_1_E1_RE_SEC-01_local,2,2.0,2.0,153.3,138.9,136.9
MU-089_1_E1_RE_SEC-01_local,3,3.0,2.0,148.8,131.3,135.8
MU-089_1_E1_RE_SEC-01_local,4,4.0,2.0,142.3,110.6,107.7
MU-089_1_E1_RE_SEC-01_local,5,5.0,2.0,133.4,101.0,98.9
MU-089_1_E1_RE_SEC-01_local,6,6.0,2.0,128.5,77.8,84.0
MU-089_1_E1_RE_SEC-01_local,7,7.0,2.0,119.0,38.8,35.1
MU-089_1_E1_RE_SEC-01_local,8,8.0,2.0,108.6,29.1,26.5
MU-089_1_E1_RE_SEC-01_local,9,9.0,2.0,99.5,28.3,29.4
MU-089_1_E1_RE_SEC-01_local,10,10.0,2.0,91.7,30.0,29.1
MU-089_1_E1_RE_SEC-01_local,11,11.0,2.0,85.1,25.3,27.8
