section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-110_1_E1_RE_SEC-09_local,1,1.0,2.0,71.4,56.1,56.0
BU-110_1_E1_RE_SEC-09_local,2,2.0,2.0,53.7,30.9,29.9
BU-110_1_E1_RE_SEC-09_local,3,3.0,2.0,43.9,35.2,33.8
BU-110_1_E1_RE_SEC-09_local,4,4.0,2.0,44.3,47.1,45.9
BU-110_1_E1_RE_SEC-09_local,5,5.0,2.0,45.2,45.8,46.5
BU-110_1_E1_RE_SEC-09_local,6,6.0,2.0,44.9,41.2,41.3
BU-110_1_E1_RE_SEC-09_local,7,7.0,2.0,44.1,33.9,32.7
BU-110_1_E1_RE_SEC-09_local,8,8.0,2.0,42.1,25.3,26.0
BU-110_1_E1_RE_SEC-09_local,9,9.0,2.0,39.8,21.9,21.0
BU-110_1_E1_RE_SEC-09_local,10,10.0,2.0,37.9,20.1,20.5
BU-110_1_E1_RE_SEC-09_local,11,11.0,2.0,36.2,20.1,19.7
