section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-029_1_E3_RE_SEC-06_local,1,1.0,2.0,162.3,153.7,160.8
MU-029_1_E3_RE_SEC-06_local,2,2.0,2.0,153.4,132.4,133.1
MU-029_1_E3_RE_SEC-06_local,3,3.0,2.0,142.2,103.7,94.7
MU-029_1_E3_RE_SEC-06_local,4,4.0,2.0,129.3,90.8,96.7
MU-029_1_E3_RE_SEC-06_local,5,5.0,2.0,122.1,67.7,64.2
MU-029_1_E3_RE_SEC-06_local,6,6.0,2.0,109.7,43.2,41.0
MU-029_1_E3_RE_SEC-06_local,7,7.0,2.0,99.1,40.3,40.4
MU-029_1_E3_RE_SEC-06_local,8,8.0,2.0,90.7,39.8,39.5
MU-029_1_E3_RE_SEC-06_local,9,9.0,2.0,83.8,40.1,39.6
MU-029_1_E3_RE_SEC-06_local,10,10.0,2.0,78.4,38.9,39.7
