section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-099_1_E1_RE_SEC-04_local,1,1.0,2.0,74.5,66.6,77.5
MU-099_1_E1_RE_SEC-04_local,2,2.0,2.0,65.2,49.0,46.4
MU-099_1_E1_RE_SEC-04_local,3,3.0,2.0,57.2,40.3,42.2
MU-099_1_E1_RE_SEC-04_local,4,4.0,2.0,52.5,36.8,34.4
MU-099_1_E1_RE_SEC-04_local,5,5.0,2.0,48.8,35.1,35.3
MU-099_1_E1_RE_SEC-04_local,6,6.0,2.0,46.6,46.4,46.6
MU-099_1_E1_RE_SEC-04_local,7,7.0,2.0,48.1,40.6,46.7
MU-099_1_E1_RE_SEC-04_local,8,8.0,2.0,45.1,23.3,22.6
MU-099_1_E1_RE_SEC-04_local,9,9.0,2.0,42.6,22.2,22.0
MU-099_1_E1_RE_SEC-04_local,10,10.0,2.0,40.5,23.2,23.3
