section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-276_1_E2_RE_SEC-10_local,1,1.0,2.0,99.1,99.0,88.3
MU-276_1_E2_RE_SEC-10_local,2,2.0,2.0,98.3,115.1,126.4
MU-276_1_E2_RE_SEC-10_local,3,3.0,2.0,109.8,126.5,122.1
MU-276_1_E2_RE_SEC-10_local,4,4.0,2.0,112.9,125.7,129.0
MU-276_1_E2_RE_SEC-10_local,5,5.0,2.0,116.4,115.6,119.8
MU-276_1_E2_RE_SEC-10_local,6,6.0,2.0,113.8,81.1,79.6
MU-276_1_E2_RE_SEC-10_local,7,7.0,2.0,106.4,62.6,60.0
MU-276_1_E2_RE_SEC-10_local,8,8.0,2.0,100.8,68.8,70.3
MU-276_1_E2_RE_SEC-10_local,9,9.0,2.0,97.9,77.2,77.2
MU-276_1_E2_RE_SEC-10_local,10,10.0,2.0,95.9,81.5,81.5
MU-276_1_E2_RE_SEC-10_local,11,11.0,2.0,94.7,87.3,94.2
