section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-063_1_E2_RE_SEC-06_local,1,1.0,2.0,122.1,110.9,106.9
MU-063_1_E2_RE_SEC-06_local,2,2.0,2.0,109.7,97.4,99.1
MU-063_1_E2_RE_SEC-06_local,3,3.0,2.0,105.3,95.7,95.3
MU-063_1_E2_RE_SEC-06_local,4,4.0,2.0,102.5,92.3,90.0
MU-063_1_E2_RE_SEC-06_local,5,5.0,2.0,100.1,96.5,98.0
MU-063_1_E2_RE_SEC-06_local,6,6.0,2.0,100.5,105.2,107.4
MU-063_1_E2_RE_SEC-06_local,7,7.0,2.0,101.7,103.1,102.9
MU-063_1_E2_RE_SEC-06_local,8,8.0,2.0,101.2,96.9,96.9
MU-063_1_E2_RE_SEC-06_local,9,9.0,2.0,100.6,100.7,102.4
MU-063_1_E2_RE_SEC-06_local,10,10.0,2.0,101.2,108.9,109.7
MU-063_1_E2_RE_SEC-06_local,11,11.0,2.0,102.1,112.3,114.8
