section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E1_RE_SEC-05_local,1,1.0,2.0,83.8,75.4,69.7
R-018_1_E1_RE_SEC-05_local,2,2.0,2.0,74.7,94.8,102.5
R-018_1_E1_RE_SEC-05_local,3,3.0,2.0,90.5,115.2,117.7
R-018_1_E1_RE_SEC-05_local,4,4.0,2.0,94.2,86.5,81.1
R-018_1_E1_RE_SEC-05_local,5,5.0,2.0,88.2,55.2,55.3
R-018_1_E1_RE_SEC-05_local,6,6.0,2.0,80.3,56.0,53.9
R-018_1_E1_RE_SEC-05_local,7,7.0,2.0,78.6,70.1,69.1
R-018_1_E1_RE_SEC-05_local,8,8.0,2.0,77.5,82.4,87.2
R-018_1_E1_RE_SEC-05_local,9,9.0,2.0,79.4,80.9,82.1
R-018_1_E1_RE_SEC-05_local,10,10.0,2.0,78.2,52.7,51.7
R-018_1_E1_RE_SEC-05_local,11,11.0,2.0,74.4,32.9,29.0
