section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E1_RE_SEC-04_local,1,1.0,2.0,108.4,93.8,95.8
R-018_1_E1_RE_SEC-04_local,2,2.0,2.0,93.3,70.8,69.4
R-018_1_E1_RE_SEC-04_local,3,3.0,2.0,83.0,66.3,62.2
R-018_1_E1_RE_SEC-04_local,4,4.0,2.0,79.1,80.5,84.0
R-018_1_E1_RE_SEC-04_local,5,5.0,2.0,81.2,77.4,74.7
R-018_1_E1_RE_SEC-04_local,6,6.0,2.0,78.4,61.9,62.6
R-018_1_E1_RE_SEC-04_local,7,7.0,2.0,75.5,56.4,55.3
R-018_1_E1_RE_SEC-04_local,8,8.0,2.0,72.6,53.9,54.6
R-018_1_E1_RE_SEC-04_local,9,9.0,2.0,70.6,48.3,52.6
R-018_1_E1_RE_SEC-04_local,10,10.0,2.0,67.7,33.0,27.2
R-018_1_E1_RE_SEC-04_local,11,11.0,2.0,63.8,34.1,36.2
