section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E1_RE_SEC-06_local,1,1.0,2.0,95.8,93.1,85.7
R-018_1_E1_RE_SEC-06_local,2,2.0,2.0,91.8,76.1,79.8
R-018_1_E1_RE_SEC-06_local,3,3.0,2.0,82.4,61.7,58.6
R-018_1_E1_RE_SEC-06_local,4,4.0,2.0,76.4,59.0,59.1
R-018_1_E1_RE_SEC-06_local,5,5.0,2.0,72.6,59.4,58.1
R-018_1_E1_RE_SEC-06_local,6,6.0,2.0,70.6,52.9,57.5
R-018_1_E1_RE_SEC-06_local,7,7.0,2.0,66.9,50.1,46.3
R-018_1_E1_RE_SEC-06_local,8,8.0,2.0,65.4,53.8,56.3
R-018_1_E1_RE_SEC-06_local,9,9.0,2.0,63.9,48.8,48.0
R-018_1_E1_RE_SEC-06_local,10,10.0,2.0,62.0,44.0,43.0
R-018_1_E1_RE_SEC-06_local,11,11.0,2.0,60.2,42.1,44.5
