section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-018_1_E1_RE_SEC-01_local,1,1.0,2.0,84.2,74.1,70.6
R-018_1_E1_RE_SEC-01_local,2,2.0,2.0,73.3,67.2,64.7
R-018_1_E1_RE_SEC-01_local,3,3.0,2.0,72.8,72.0,74.0
R-018_1_E1_RE_SEC-01_local,4,4.0,2.0,72.6,78.6,78.3
R-018_1_E1_RE_SEC-01_local,5,5.0,2.0,75.1,93.0,90.7
R-018_1_E1_RE_SEC-01_local,6,6.0,2.0,79.3,90.8,100.2
R-018_1_E1_RE_SEC-01_local,7,7.0,2.0,79.6,65.9,65.6
R-018_1_E1_RE_SEC-01_local,8,8.0,2.0,76.0,34.3,35.6
R-018_1_E1_RE_SEC-01_local,9,9.0,2.0,69.8,17.9,162.0
R-018_1_E1_RE_SEC-01_local,10,10.0,2.0,64.6,25.0,155.8
R-018_1_E1_RE_SEC-01_local,11,11.0,2.0,61.5,30.9,35.3
