section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-051_1_E1_RE_SEC-05_local,1,1.0,2.0,90.7,86.2,83.4
MU-051_1_E1_RE_SEC-05_local,2,2.0,2.0,85.7,80.3,79.5
MU-051_1_E1_RE_SEC-05_local,3,3.0,2.0,83.7,91.6,91.0
MU-051_1_E1_RE_SEC-05_local,4,4.0,2.0,88.5,85.3,93.7
MU-051_1_E1_RE_SEC-05_local,5,5.0,2.0,84.3,53.2,47.6
MU-051_1_E1_RE_SEC-05_local,6,6.0,2.0,77.1,44.6,44.1
MU-051_1_E1_RE_SEC-05_local,7,7.0,2.0,72.8,47.4,48.7
MU-051_1_E1_RE_SEC-05_local,8,8.0,2.0,69.5,48.0,47.8
MU-051_1_E1_RE_SEC-05_local,9,9.0,2.0,67.2,53.4,52.5
MU-051_1_E1_RE_SEC-05_local,10,10.0,2.0,66.2,51.5,54.5
MU-051_1_E1_RE_SEC-05_local,11,11.0,2.0,64.4,40.5,37.9
