section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-233_1_E2_RE_SEC-09_local,1,1.0,2.0,111.1,109.4,101.7
MU-233_1_E2_RE_SEC-09_local,2,2.0,2.0,107.5,86.6,87.7
MU-233_1_E2_RE_SEC-09_local,3,3.0,2.0,94.5,64.5,60.9
MU-233_1_E2_RE_SEC-09_local,4,4.0,2.0,85.8,56.3,57.0
MU-233_1_E2_RE_SEC-09_local,5,5.0,2.0,79.1,55.9,57.8
MU-233_1_E2_RE_SEC-09_local,6,6.0,2.0,75.8,46.0,51.3
MU-233_1_E2_RE_SEC-09_local,7,7.0,2.0,69.4,27.2,22.9
MU-233_1_E2_RE_SEC-09_local,8,8.0,2.0,63.7,43.9,45.7
MU-233_1_E2_RE_SEC-09_local,9,9.0,2.0,63.6,64.7,67.0
MU-233_1_E2_RE_SEC-09_local,10,10.0,2.0,63.9,68.2,68.3
MU-233_1_E2_RE_SEC-09_local,11,11.0,2.0,64.5,70.2,71.2
