section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-021_1_E3_RE_SEC-08_local,1,1.0,2.0,135.8,127.5,121.5
MU-021_1_E3_RE_SEC-08_local,2,2.0,2.0,126.2,111.3,114.3
MU-021_1_E3_RE_SEC-08_local,3,3.0,2.0,119.3,103.3,101.1
MU-021_1_E3_RE_SEC-08_local,4,4.0,2.0,114.9,101.4,105.5
MU-021_1_E3_RE_SEC-08_local,5,5.0,2.0,112.1,102.3,96.4
MU-021_1_E3_RE_SEC-08_local,6,6.0,2.0,110.7,113.4,116.1
MU-021_1_E3_RE_SEC-08_local,7,7.0,2.0,112.4,120.4,123.1
MU-021_1_E3_RE_SEC-08_local,8,8.0,2.0,113.1,115.7,112.5
MU-021_1_E3_RE_SEC-08_local,9,9.0,2.0,113.1,114.4,112.9
MU-021_1_E3_RE_SEC-08_local,10,10.0,2.0,113.3,117.5,120.8
MU-021_1_E3_RE_SEC-08_local,11,11.0,2.0,113.9,114.3,113.5
