section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
MU-111_1_E2_RE_SEC-03_local,1,1.0,2.0,131.2,111.0,111.4
MU-111_1_E2_RE_SEC-03_local,2,2.0,2.0,109.6,91.6,89.5
MU-111_1_E2_RE_SEC-03_local,3,3.0,2.0,103.7,92.6,93.0
MU-111_1_E2_RE_SEC-03_local,4,4.0,2.0,100.8,85.4,83.2
MU-111_1_E2_RE_SEC-03_local,5,5.0,2.0,96.1,79.0,79.1
MU-111_1_E2_RE_SEC-03_local,6,6.0,2.0,93.3,75.5,79.6
MU-111_1_E2_RE_SEC-03_local,7,7.0,2.0,90.2,47.1,44.8
MU-111_1_E2_RE_SEC-03_local,8,8.0,2.0,83.1,32.1,29.5
MU-111_1_E2_RE_SEC-03_local,9,9.0,2.0,78.2,41.7,42.7
MU-111_1_E2_RE_SEC-03_local,10,10.0,2.0,74.7,51.1,55.3
