section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-120_1_E2_RE_SEC-02_local,1,1.0,2.0,52.6,44.6,65.1
BU-120_1_E2_RE_SEC-02_local,2,2.0,2.0,42.9,31.8,32.1
BU-120_1_E2_RE_SEC-02_local,3,3.0,2.0,38.4,16.3,16.2
BU-120_1_E2_RE_SEC-02_local,4,4.0,2.0,29.5,1.6,2.8
BU-120_1_E2_RE_SEC-02_local,5,5.0,2.0,22.5,5.6,174.0
BU-120_1_E2_RE_SEC-02_local,6,6.0,2.0,17.6,3.8,3.7
BU-120_1_E2_RE_SEC-02_local,7,7.0,2.0,14.6,2.9,3.0
BU-120_1_E2_RE_SEC-02_local,8,8.0,2.0,12.4,3.4,3.7
BU-120_1_E2_RE_SEC-02_local,9,9.0,2.0,10.5,0.8,0.2
BU-120_1_E2_RE_SEC-02_local,10,10.0,2.0,10.0,9.1,10.5
BU-120_1_E2_RE_SEC-02_local,11,11.0,2.0,10.3,5.6,6.3
