section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
R-013_1_E2_RE_SEC-04_local,1,1.0,2.0,118.1,109.5,107.1
R-013_1_E2_RE_SEC-04_local,2,2.0,2.0,108.5,81.9,81.1
R-013_1_E2_RE_SEC-04_local,3,3.0,2.0,93.5,60.0,56.4
R-013_1_E2_RE_SEC-04_local,4,4.0,2.0,83.9,71.2,75.0
R-013_1_E2_RE_SEC-04_local,5,5.0,2.0,84.5,61.7,62.0
R-013_1_E2_RE_SEC-04_local,6,6.0,2.0,76.5,30.9,30.9
R-013_1_E2_RE_SEC-04_local,7,7.0,2.0,69.0,24.8,23.7
R-013_1_E2_RE_SEC-04_local,8,8.0,2.0,63.2,25.4,25.8
R-013_1_E2_RE_SEC-04_local,9,9.0,2.0,58.6,20.6,25.0
R-013_1_E2_RE_SEC-04_local,10,10.0,2.0,54.1,3.3,0.7
