section,angel_number,dist to origin on curve [mm],segment on section [mm],angle 1 (3-points) [degree],angle 2 (2-constructed-lines) [degree],angle 3 (2-BestFit-lines) [degree]
BU-188_1_E1_RE_SEC-06_local,1,1.0,2.0,102.3,105.0,99.3
BU-188_1_E1_RE_SEC-06_local,2,2.0,2.0,104.0,92.2,99.5
BU-188_1_E1_RE_SEC-06_local,3,3.0,2.0,95.4,64.1,57.6
BU-188_1_E1_RE_SEC-06_local,4,4.0,2.0,84.0,53.9,54.1
BU-188_1_E1_RE_SEC-06_local,5,5.0,2.0,78.3,52.6,52.1
BU-188_1_E1_RE_SEC-06_local,6,6.0,2.0,72.9,55.1,55.9
BU-188_1_E1_RE_SEC-06_local,7,7.0,2.0,71.3,53.1,53.8
BU-188_1_E1_RE_SEC-06_local,8,8.0,2.0,67.8,45.4,43.9
BU-188_1_E1_RE_SEC-06_local,9,9.0,2.0,65.3,45.9,46.0
BU-188_1_E1_RE_SEC-06_local,10,10.0,2.0,63.2,51.0,49.2
BU-188_1_E1_RE_SEC-06_local,11,11.0,2.0,62.6,58.0,60.7
